#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AAGAB	CCDC115	9606.ENSP00000261880	9606.ENSP00000259229	0	0	0	0	0.074	0	0	0.475	0.493
AAGAB	VAC14	9606.ENSP00000261880	9606.ENSP00000261776	0	0	0	0	0.049	0	0	0.410	0.415
AAGAB	BEAN1	9606.ENSP00000261880	9606.ENSP00000442793	0	0	0	0	0	0	0	0.404	0.404
AAGAB	PTPN23	9606.ENSP00000261880	9606.ENSP00000265562	0	0	0	0	0.049	0	0	0.444	0.449
AAGAB	PGAP3	9606.ENSP00000261880	9606.ENSP00000300658	0	0	0	0	0.042	0	0	0.566	0.566
AAGAB	CCDC32	9606.ENSP00000261880	9606.ENSP00000452773	0	0	0	0	0.049	0.768	0	0	0.769
AARS2	EIF2AK1	9606.ENSP00000244571	9606.ENSP00000199389	0.079	0	0	0	0.301	0.064	0	0.181	0.440
AARS2	SHPK	9606.ENSP00000244571	9606.ENSP00000225519	0.055	0	0	0	0.461	0.071	0	0.048	0.489
AARS2	AICDA	9606.ENSP00000244571	9606.ENSP00000229335	0	0	0	0	0	0	0	0.470	0.470
AARS2	TBL2	9606.ENSP00000244571	9606.ENSP00000307260	0	0	0	0	0.252	0.179	0	0.101	0.400
AARS2	POLR1B	9606.ENSP00000244571	9606.ENSP00000444136	0.056	0	0	0	0.278	0	0	0.204	0.410
AARS2	PTCD3	9606.ENSP00000244571	9606.ENSP00000254630	0	0	0	0	0.092	0.162	0	0.288	0.411
AARS2	ANAPC7	9606.ENSP00000244571	9606.ENSP00000394394	0	0	0	0	0.098	0.289	0	0.158	0.412
AARS2	PNPT1	9606.ENSP00000244571	9606.ENSP00000400646	0.048	0	0	0	0.177	0.163	0	0.233	0.430
AARS2	DIS3L2	9606.ENSP00000244571	9606.ENSP00000315569	0.042	0	0	0	0.356	0	0	0.171	0.444
AARS2	TRMU	9606.ENSP00000244571	9606.ENSP00000496496	0.102	0	0	0	0.104	0	0	0.368	0.447
AARS2	VPS33B	9606.ENSP00000244571	9606.ENSP00000327650	0	0	0	0	0.444	0	0	0.050	0.449
AARS2	TRNT1	9606.ENSP00000244571	9606.ENSP00000251607	0.103	0	0	0	0.058	0	0	0.428	0.475
AARS2	PIGO	9606.ENSP00000244571	9606.ENSP00000367880	0	0	0	0	0.476	0	0	0	0.476
AARS2	SLX4	9606.ENSP00000244571	9606.ENSP00000294008	0.079	0	0	0	0.371	0.061	0	0.176	0.492
AARS2	PUS1	9606.ENSP00000244571	9606.ENSP00000365837	0.053	0	0	0	0.153	0.141	0	0.356	0.497
AARS2	GUF1	9606.ENSP00000244571	9606.ENSP00000281543	0.045	0	0	0	0.233	0.163	0	0.294	0.509
AARS2	QRSL1	9606.ENSP00000244571	9606.ENSP00000358042	0.057	0	0	0	0.095	0.203	0	0.368	0.512
AARS2	EIF2AK4	9606.ENSP00000244571	9606.ENSP00000263791	0.079	0	0	0	0.315	0.064	0	0.274	0.514
AARS2	POLR1A	9606.ENSP00000244571	9606.ENSP00000263857	0.057	0	0	0	0.379	0	0	0.240	0.516
AARS2	INTS1	9606.ENSP00000244571	9606.ENSP00000385722	0	0	0	0	0.283	0	0	0.352	0.516
AARS2	DHX37	9606.ENSP00000244571	9606.ENSP00000311135	0	0	0	0	0.506	0	0	0.064	0.518
AARS2	ACAD9	9606.ENSP00000244571	9606.ENSP00000312618	0	0	0	0	0.315	0.169	0	0.227	0.522
AARS2	MRPS22	9606.ENSP00000244571	9606.ENSP00000418008	0	0	0	0	0.102	0.162	0	0.418	0.524
AARS2	GTPBP3	9606.ENSP00000244571	9606.ENSP00000351644	0	0	0	0	0.195	0	0	0.464	0.550
AARS2	ELAC2	9606.ENSP00000244571	9606.ENSP00000337445	0.061	0	0	0	0.202	0.128	0	0.396	0.552
AARS2	MTO1	9606.ENSP00000244571	9606.ENSP00000402038	0	0	0	0	0.087	0.160	0	0.557	0.630
AARS2	GFM1	9606.ENSP00000244571	9606.ENSP00000264263	0.057	0	0	0	0.152	0.163	0	0.515	0.632
AARS2	BRIP1	9606.ENSP00000244571	9606.ENSP00000259008	0	0	0	0	0.062	0.057	0	0.631	0.645
AARS2	ATRIP	9606.ENSP00000244571	9606.ENSP00000323099	0	0	0	0	0.197	0	0	0.586	0.653
AARS2	CARS2	9606.ENSP00000244571	9606.ENSP00000257347	0.055	0	0	0	0.257	0.163	0	0.736	0.824
AARS2	LARS1	9606.ENSP00000244571	9606.ENSP00000377954	0.102	0	0	0	0.397	0	0	0.714	0.832
AARS2	ANAPC1	9606.ENSP00000244571	9606.ENSP00000339109	0	0	0	0	0.098	0.760	0	0.295	0.834
AARS2	HARS2	9606.ENSP00000244571	9606.ENSP00000494965	0.079	0	0	0	0.360	0.165	0	0.769	0.871
AARS2	YARS2	9606.ENSP00000244571	9606.ENSP00000320658	0.101	0	0	0	0.287	0.208	0	0.809	0.890
AARS2	RARS2	9606.ENSP00000244571	9606.ENSP00000358549	0.057	0	0	0	0.163	0.217	0	0.864	0.905
AARS2	IARS2	9606.ENSP00000244571	9606.ENSP00000355889	0.095	0	0	0	0.386	0.166	0	0.845	0.918
AARS2	LARS2	9606.ENSP00000244571	9606.ENSP00000498867	0.102	0	0	0	0.575	0.162	0	0.792	0.924
AARS2	EARS2	9606.ENSP00000244571	9606.ENSP00000456218	0.069	0	0	0	0.587	0.128	0	0.809	0.927
AARS2	VARS2	9606.ENSP00000244571	9606.ENSP00000441000	0.061	0	0	0	0.694	0.125	0	0.781	0.937
AARS2	DARS2	9606.ENSP00000244571	9606.ENSP00000497569	0.115	0.132	0	0	0.571	0.125	0	0.869	0.955
ABCA12	BRD4	9606.ENSP00000272895	9606.ENSP00000263377	0	0	0	0	0	0.421	0	0.072	0.439
ABCA12	ABHD5	9606.ENSP00000272895	9606.ENSP00000495778	0	0	0	0	0.050	0.041	0	0.427	0.433
ABCA12	CASP14	9606.ENSP00000272895	9606.ENSP00000393417	0	0	0	0	0.075	0	0	0.528	0.545
ABCA12	FLG2	9606.ENSP00000272895	9606.ENSP00000373370	0	0	0	0	0.080	0.048	0	0.615	0.634
ABCA12	ALOXE3	9606.ENSP00000272895	9606.ENSP00000314879	0	0	0	0	0.084	0.060	0	0.793	0.806
ABCG5	ABCG8	9606.ENSP00000384513	9606.ENSP00000272286	0	0	0.131	0.739	0.847	0.971	0.900	0.988	0.999
ABCG5	SLC51A	9606.ENSP00000384513	9606.ENSP00000296327	0	0	0	0	0.102	0	0	0.580	0.606
ABCG5	PCSK9	9606.ENSP00000384513	9606.ENSP00000303208	0	0	0	0	0.097	0	0	0.676	0.695
ABCG5	SLC51B	9606.ENSP00000384513	9606.ENSP00000335292	0	0	0	0	0.135	0	0	0.585	0.626
ABCG5	ELOVL5	9606.ENSP00000384513	9606.ENSP00000359956	0	0	0	0	0.100	0.050	0	0.358	0.403
ABCG5	ANGPTL3	9606.ENSP00000384513	9606.ENSP00000360170	0	0	0	0	0.132	0.045	0	0.435	0.491
ABCG5	LDLRAP1	9606.ENSP00000384513	9606.ENSP00000363458	0	0	0	0	0	0	0	0.679	0.679
ABCG5	APOA5	9606.ENSP00000384513	9606.ENSP00000445002	0	0	0	0	0.172	0.051	0	0.510	0.581
ABCG8	CREB3L3	9606.ENSP00000272286	9606.ENSP00000078445	0	0	0	0	0.339	0	0	0.141	0.408
ABCG8	NT5C2	9606.ENSP00000272286	9606.ENSP00000339479	0	0	0	0	0	0	0	0.426	0.426
ABCG8	ANGPTL3	9606.ENSP00000272286	9606.ENSP00000360170	0	0	0	0	0.134	0.045	0	0.407	0.466
ABCG8	CNNM2	9606.ENSP00000272286	9606.ENSP00000358894	0	0	0	0	0.140	0	0	0.422	0.482
ABCG8	SLC51A	9606.ENSP00000272286	9606.ENSP00000296327	0	0	0	0	0.067	0	0	0.507	0.520
ABCG8	SLC51B	9606.ENSP00000272286	9606.ENSP00000335292	0	0	0	0	0.166	0	0	0.528	0.590
ABCG8	APOA5	9606.ENSP00000272286	9606.ENSP00000445002	0	0	0	0	0.224	0.051	0	0.510	0.608
ABCG8	CD320	9606.ENSP00000272286	9606.ENSP00000301458	0	0	0	0	0	0.617	0	0.076	0.630
ABCG8	LDLRAP1	9606.ENSP00000272286	9606.ENSP00000363458	0	0	0	0	0	0	0	0.674	0.674
ABCG8	PCSK9	9606.ENSP00000272286	9606.ENSP00000303208	0	0	0	0	0.064	0	0	0.667	0.675
ABHD12	CDH23	9606.ENSP00000365725	9606.ENSP00000224721	0	0	0	0	0	0	0	0.450	0.450
ABHD12	DPP9	9606.ENSP00000365725	9606.ENSP00000262960	0	0	0	0	0.079	0.376	0	0.052	0.407
ABHD12	ZNF408	9606.ENSP00000365725	9606.ENSP00000309606	0	0	0	0	0.049	0	0	0.419	0.423
ABHD12	WHRN	9606.ENSP00000365725	9606.ENSP00000354623	0	0	0	0	0.067	0	0	0.431	0.447
ABHD12	PDZD7	9606.ENSP00000365725	9606.ENSP00000480489	0	0	0	0	0.067	0	0	0.454	0.469
ABHD12	CEP78	9606.ENSP00000365725	9606.ENSP00000365782	0	0	0	0	0.051	0	0	0.474	0.479
ABHD12	ABHD5	9606.ENSP00000365725	9606.ENSP00000495778	0.043	0	0	0	0.084	0	0	0.459	0.484
ABHD12	USH1G	9606.ENSP00000365725	9606.ENSP00000480279	0	0	0	0	0	0.046	0	0.492	0.495
ABHD5	PNPLA8	9606.ENSP00000495778	9606.ENSP00000257694	0	0	0	0	0.083	0	0	0.437	0.462
ABHD5	PALB2	9606.ENSP00000495778	9606.ENSP00000261584	0.055	0	0	0	0.055	0.303	0.220	0.121	0.495
ABHD5	ALOXE3	9606.ENSP00000495778	9606.ENSP00000314879	0	0	0	0	0	0	0	0.866	0.866
ABHD5	PNPLA2	9606.ENSP00000495778	9606.ENSP00000337701	0	0	0	0	0.054	0.569	0.900	0.999	0.999
ABHD5	BSCL2	9606.ENSP00000495778	9606.ENSP00000354032	0	0	0	0	0	0	0	0.438	0.438
ABHD5	CIDEC	9606.ENSP00000495778	9606.ENSP00000373328	0	0	0	0	0.042	0	0	0.631	0.631
ABHD5	LPIN1	9606.ENSP00000495778	9606.ENSP00000397908	0	0	0	0	0.107	0	0	0.441	0.480
ACAD8	MCEE	9606.ENSP00000281182	9606.ENSP00000244217	0	0	0	0	0.101	0	0.229	0.359	0.517
ACAD8	TUBGCP6	9606.ENSP00000281182	9606.ENSP00000248846	0	0	0	0	0.124	0.566	0	0.200	0.669
ACAD8	ACAD9	9606.ENSP00000281182	9606.ENSP00000312618	0	0	0.135	0.765	0.208	0.091	0	0.154	0.403
ACAD8	AMACR	9606.ENSP00000281182	9606.ENSP00000371517	0.057	0.036	0	0	0.111	0	0.265	0.184	0.430
ACAD8	HIBCH	9606.ENSP00000281182	9606.ENSP00000352706	0.046	0	0	0	0.331	0.091	0.185	0.491	0.715
ACAD9	HSCB	9606.ENSP00000312618	9606.ENSP00000216027	0	0	0	0	0.042	0.405	0	0.063	0.419
ACAD9	NDUFS7	9606.ENSP00000312618	9606.ENSP00000233627	0	0	0	0	0.148	0.994	0.500	0.462	0.998
ACAD9	MCEE	9606.ENSP00000312618	9606.ENSP00000244217	0	0	0	0	0.105	0	0.229	0.273	0.455
ACAD9	PNPLA8	9606.ENSP00000312618	9606.ENSP00000257694	0	0	0	0	0.100	0.095	0	0.414	0.481
ACAD9	NDUFAF1	9606.ENSP00000312618	9606.ENSP00000260361	0	0	0	0	0.095	0.994	0.800	0.988	0.999
ACAD9	MLYCD	9606.ENSP00000312618	9606.ENSP00000262430	0	0	0	0	0.158	0	0	0.423	0.494
ACAD9	COQ9	9606.ENSP00000312618	9606.ENSP00000262507	0	0	0	0	0.214	0	0	0.335	0.456
ACAD9	FLAD1	9606.ENSP00000312618	9606.ENSP00000292180	0	0	0	0	0.113	0.095	0	0.412	0.487
ACAD9	NDUFAF2	9606.ENSP00000312618	9606.ENSP00000296597	0	0	0	0	0.062	0.088	0.500	0.553	0.783
ACAD9	COQ4	9606.ENSP00000312618	9606.ENSP00000300452	0	0	0	0	0.195	0	0	0.382	0.482
ACAD9	TMEM70	9606.ENSP00000312618	9606.ENSP00000312599	0	0	0	0	0.049	0.088	0	0.582	0.605
ACAD9	ACSF3	9606.ENSP00000312618	9606.ENSP00000479130	0.048	0	0	0	0.172	0	0.188	0.198	0.418
ACAD9	NSDHL	9606.ENSP00000312618	9606.ENSP00000359297	0	0	0	0	0.144	0.045	0.189	0.236	0.426
ACAD9	MARVELD2	9606.ENSP00000312618	9606.ENSP00000323264	0	0	0	0	0	0.429	0	0	0.429
ACAD9	ATPAF2	9606.ENSP00000312618	9606.ENSP00000417190	0	0	0	0	0.233	0	0	0.295	0.437
ACAD9	CPT1C	9606.ENSP00000312618	9606.ENSP00000376303	0	0	0	0	0.065	0	0	0.427	0.441
ACAD9	ACSL5	9606.ENSP00000312618	9606.ENSP00000348429	0.050	0	0	0	0.140	0.071	0.189	0.256	0.458
ACAD9	EMC1	9606.ENSP00000312618	9606.ENSP00000420608	0	0	0	0	0.219	0.292	0	0.147	0.487
ACAD9	PRMT7	9606.ENSP00000312618	9606.ENSP00000343103	0	0	0	0	0.478	0.070	0	0.064	0.505
ACAD9	ELAC2	9606.ENSP00000312618	9606.ENSP00000337445	0	0	0	0	0.469	0.088	0	0.107	0.529
ACAD9	YY1AP1	9606.ENSP00000312618	9606.ENSP00000357323	0	0	0	0	0.082	0	0	0.546	0.566
ACAD9	HIBCH	9606.ENSP00000312618	9606.ENSP00000352706	0.046	0	0	0	0.314	0.205	0.185	0.264	0.631
ACAD9	PDSS2	9606.ENSP00000312618	9606.ENSP00000358033	0	0	0	0	0.156	0.257	0	0.535	0.683
ACAD9	NDUFA11	9606.ENSP00000312618	9606.ENSP00000389160	0	0	0	0	0.075	0	0.500	0.437	0.717
ACAD9	NDUFAF6	9606.ENSP00000312618	9606.ENSP00000379430	0	0	0	0	0.086	0	0.500	0.626	0.814
ACAD9	PDSS1	9606.ENSP00000312618	9606.ENSP00000365388	0	0	0	0	0.062	0.729	0	0.333	0.816
ACAD9	NDUFAF5	9606.ENSP00000312618	9606.ENSP00000367346	0	0	0	0	0.049	0.196	0.500	0.693	0.867
ACAD9	NDUFA13	9606.ENSP00000312618	9606.ENSP00000423673	0	0	0	0	0.089	0.994	0.500	0.279	0.997
ACAD9	TMEM126B	9606.ENSP00000312618	9606.ENSP00000351737	0	0	0	0	0.044	0.994	0.800	0.990	0.999
ACAD9	TIMMDC1	9606.ENSP00000312618	9606.ENSP00000418803	0	0	0	0	0.128	0.994	0.500	0.764	0.999
ACD	STN1	9606.ENSP00000483117	9606.ENSP00000224950	0	0	0	0	0.047	0.301	0.720	0.658	0.927
ACD	TINF2	9606.ENSP00000483117	9606.ENSP00000267415	0	0	0	0	0.055	0.991	0.800	0.999	0.999
ACD	NHP2	9606.ENSP00000483117	9606.ENSP00000274606	0	0	0	0	0.108	0	0.500	0.505	0.759
ACD	WNT3A	9606.ENSP00000483117	9606.ENSP00000284523	0	0	0	0	0	0	0	0.516	0.516
ACD	TERF2IP	9606.ENSP00000483117	9606.ENSP00000300086	0	0	0	0	0.049	0.874	0.800	0.967	0.999
ACD	WRAP53	9606.ENSP00000483117	9606.ENSP00000324203	0	0	0	0	0.074	0	0.500	0.445	0.720
ACD	NOP10	9606.ENSP00000483117	9606.ENSP00000332198	0	0	0	0	0.047	0	0.500	0.506	0.744
ACD	POT1	9606.ENSP00000483117	9606.ENSP00000350249	0	0	0	0	0	0.991	0.800	0.998	0.999
ACD	RTEL1	9606.ENSP00000483117	9606.ENSP00000353332	0	0	0	0	0.059	0	0.500	0.417	0.701
ACD	DLL1	9606.ENSP00000483117	9606.ENSP00000355718	0	0	0	0	0	0	0	0.426	0.426
ACD	CTC1	9606.ENSP00000483117	9606.ENSP00000498499	0	0	0	0	0.049	0	0.720	0.677	0.906
ACKR3	GPSM2	9606.ENSP00000272928	9606.ENSP00000385510	0	0	0	0	0	0	0.400	0	0.400
ACSF3	NUP107	9606.ENSP00000479130	9606.ENSP00000229179	0	0	0	0	0.060	0.435	0	0.113	0.487
ACSF3	IYD	9606.ENSP00000479130	9606.ENSP00000229447	0.061	0	0	0	0.102	0.400	0	0.129	0.500
ACSF3	MCEE	9606.ENSP00000479130	9606.ENSP00000244217	0	0	0	0	0.060	0	0.900	0.488	0.947
ACSF3	NUP85	9606.ENSP00000479130	9606.ENSP00000245544	0	0	0	0	0.085	0.309	0	0.166	0.426
ACSF3	NUP133	9606.ENSP00000479130	9606.ENSP00000261396	0	0	0	0	0.092	0.407	0	0.166	0.511
ACSF3	PALB2	9606.ENSP00000479130	9606.ENSP00000261584	0.061	0	0	0	0.103	0.419	0.285	0.161	0.652
ACSF3	MLYCD	9606.ENSP00000479130	9606.ENSP00000262430	0.045	0.612	0	0	0.075	0	0.800	0.526	0.961
ACSF3	NUP54	9606.ENSP00000479130	9606.ENSP00000264883	0	0	0	0	0.059	0.520	0	0.186	0.600
ACSF3	NUP205	9606.ENSP00000479130	9606.ENSP00000285968	0	0	0	0	0.114	0.527	0	0.207	0.638
ACSF3	TMEM70	9606.ENSP00000479130	9606.ENSP00000312599	0	0	0	0	0.049	0.421	0	0	0.425
ACSF3	UPB1	9606.ENSP00000479130	9606.ENSP00000324343	0	0	0	0	0.055	0.071	0.800	0.319	0.864
ACSF3	HIBCH	9606.ENSP00000479130	9606.ENSP00000352706	0.050	0	0	0	0.191	0.069	0.193	0.397	0.589
ACSF3	AMACR	9606.ENSP00000479130	9606.ENSP00000371517	0.061	0	0	0	0.052	0.131	0.285	0.166	0.454
ACSF3	MMADHC	9606.ENSP00000479130	9606.ENSP00000389060	0	0	0	0	0	0	0	0.595	0.595
ACSF3	MMAB	9606.ENSP00000479130	9606.ENSP00000445920	0	0	0	0	0.055	0	0	0.623	0.629
ACSF3	TRAPPC2L	9606.ENSP00000479130	9606.ENSP00000457728	0	0	0	0	0.068	0	0	0.385	0.403
ACSF3	NUP62	9606.ENSP00000479130	9606.ENSP00000471191	0	0	0	0	0.092	0.404	0	0.091	0.465
ACSF3	LMBRD1	9606.ENSP00000479130	9606.ENSP00000497690	0	0	0	0	0	0	0	0.419	0.418
ACSF3	SUGCT	9606.ENSP00000479130	9606.ENSP00000486291	0.061	0	0	0	0.052	0	0.285	0.243	0.453
ACSL5	PNPLA2	9606.ENSP00000348429	9606.ENSP00000337701	0	0	0	0	0.104	0	0.600	0.364	0.752
ACSL5	PERP	9606.ENSP00000348429	9606.ENSP00000397157	0	0	0	0	0	0	0	0.400	0.400
ACSL5	ELOVL5	9606.ENSP00000348429	9606.ENSP00000359956	0	0	0	0	0	0	0	0.428	0.428
ACSL5	COASY	9606.ENSP00000348429	9606.ENSP00000464814	0.057	0	0	0	0.042	0	0	0.576	0.583
ACSL5	CPT1C	9606.ENSP00000348429	9606.ENSP00000376303	0	0	0	0	0	0	0.650	0.431	0.792
ADA2	RNASEH2C	9606.ENSP00000382731	9606.ENSP00000308193	0	0	0	0	0	0	0	0.402	0.402
ADA2	NT5C2	9606.ENSP00000382731	9606.ENSP00000339479	0	0	0	0	0	0	0.911	0.086	0.915
ADAMTS18	SALL4	9606.ENSP00000282849	9606.ENSP00000217086	0	0	0	0	0.142	0	0	0.353	0.421
ADAMTS18	CHD7	9606.ENSP00000282849	9606.ENSP00000392028	0	0	0	0	0	0	0	0.427	0.426
ADAMTS18	ATP8A2	9606.ENSP00000282849	9606.ENSP00000371070	0	0	0	0	0.085	0	0	0.444	0.470
ADAMTS18	B3GLCT	9606.ENSP00000282849	9606.ENSP00000343002	0	0	0	0	0	0.315	0.400	0.302	0.688
ADAMTSL1	B3GLCT	9606.ENSP00000369921	9606.ENSP00000343002	0	0	0	0	0	0.268	0.400	0.454	0.739
ADAMTSL4	P3H2	9606.ENSP00000358035	9606.ENSP00000316881	0	0	0	0	0	0	0	0.477	0.477
ADAMTSL4	B3GLCT	9606.ENSP00000358035	9606.ENSP00000343002	0	0	0	0	0	0	0.400	0.389	0.617
ADAMTSL4	ZNF469	9606.ENSP00000358035	9606.ENSP00000456500	0	0	0	0	0.060	0.053	0	0.386	0.406
ADAMTSL4	CPAMD8	9606.ENSP00000358035	9606.ENSP00000498697	0	0	0	0	0.067	0	0	0.438	0.454
ADAT3	IYD	9606.ENSP00000332448	9606.ENSP00000229447	0.057	0	0	0	0.392	0	0	0.102	0.440
ADAT3	MCEE	9606.ENSP00000332448	9606.ENSP00000244217	0	0	0	0	0.333	0	0.180	0.102	0.465
ADAT3	TRMT5	9606.ENSP00000332448	9606.ENSP00000261249	0	0	0	0	0.110	0	0	0.679	0.702
ADAT3	NSUN2	9606.ENSP00000332448	9606.ENSP00000264670	0	0	0	0	0.109	0	0	0.624	0.650
ADAT3	TRMT10A	9606.ENSP00000332448	9606.ENSP00000273962	0	0	0	0	0.074	0.053	0	0.608	0.626
ADAT3	NAGS	9606.ENSP00000332448	9606.ENSP00000293404	0.046	0	0	0	0.086	0	0.673	0	0.689
ADAT3	TRIT1	9606.ENSP00000332448	9606.ENSP00000321810	0.105	0	0	0	0	0	0	0.516	0.548
ADAT3	FTSJ1	9606.ENSP00000332448	9606.ENSP00000326948	0	0	0	0	0.085	0	0	0.716	0.729
ADAT3	PUS7	9606.ENSP00000332448	9606.ENSP00000417402	0.055	0	0	0	0.138	0	0	0.376	0.448
ADAT3	ELP4	9606.ENSP00000332448	9606.ENSP00000379267	0	0	0	0	0.090	0.069	0	0.405	0.452
ADAT3	TRMT1	9606.ENSP00000332448	9606.ENSP00000466967	0	0	0	0	0.085	0	0	0.427	0.454
ADAT3	PUS1	9606.ENSP00000332448	9606.ENSP00000365837	0.052	0	0	0	0.109	0	0	0.417	0.464
ADAT3	YRDC	9606.ENSP00000332448	9606.ENSP00000362135	0	0	0	0	0.044	0	0	0.471	0.473
ADAT3	CTU2	9606.ENSP00000332448	9606.ENSP00000456908	0	0	0	0	0.163	0	0	0.419	0.493
ADAT3	GTPBP3	9606.ENSP00000332448	9606.ENSP00000351644	0.092	0	0	0	0.049	0	0	0.462	0.494
ADAT3	BUD23	9606.ENSP00000332448	9606.ENSP00000401191	0.044	0	0	0	0.113	0	0	0.497	0.536
ADCY10	PDE11A	9606.ENSP00000356825	9606.ENSP00000286063	0	0	0	0	0.044	0.048	0.650	0.071	0.664
ADCY10	KCNU1	9606.ENSP00000356825	9606.ENSP00000382770	0	0	0	0	0	0	0	0.404	0.404
ADCY10	BCL11A	9606.ENSP00000356825	9606.ENSP00000496168	0	0	0	0	0	0	0	0.425	0.424
ADCY10	PHGDH	9606.ENSP00000356825	9606.ENSP00000493382	0	0	0	0	0	0.071	0	0.541	0.555
ADCY10	CHD7	9606.ENSP00000356825	9606.ENSP00000392028	0	0	0	0	0.055	0.102	0	0.768	0.785
ADGRG6	SBF2	9606.ENSP00000356581	9606.ENSP00000256190	0	0	0	0	0.042	0	0	0.714	0.714
ADGRG6	LIN28B	9606.ENSP00000356581	9606.ENSP00000344401	0	0	0	0	0	0	0	0.667	0.667
ADNP	KDM6B	9606.ENSP00000360662	9606.ENSP00000254846	0	0	0	0	0.108	0	0	0.411	0.453
ADNP	BRD4	9606.ENSP00000360662	9606.ENSP00000263377	0	0	0	0	0.138	0.510	0	0.065	0.571
ADNP	ASXL3	9606.ENSP00000360662	9606.ENSP00000269197	0	0	0	0	0	0	0	0.400	0.400
ADNP	POGZ	9606.ENSP00000360662	9606.ENSP00000271715	0	0	0	0	0.399	0.309	0	0.373	0.716
ADNP	MED13L	9606.ENSP00000360662	9606.ENSP00000281928	0	0	0	0	0.160	0	0	0.507	0.568
ADNP	WDFY3	9606.ENSP00000360662	9606.ENSP00000295888	0	0	0	0	0.045	0	0	0.492	0.494
ADNP	ANKRD11	9606.ENSP00000360662	9606.ENSP00000301030	0	0	0	0	0.049	0	0	0.418	0.422
ADNP	KMT5B	9606.ENSP00000360662	9606.ENSP00000305899	0	0	0	0	0.197	0	0	0.658	0.713
ADNP	KDM3B	9606.ENSP00000360662	9606.ENSP00000326563	0	0	0	0	0.439	0	0	0	0.439
ADNP	GATAD2B	9606.ENSP00000360662	9606.ENSP00000357644	0	0	0	0	0.222	0	0	0.359	0.480
ADNP	SETBP1	9606.ENSP00000360662	9606.ENSP00000497406	0	0	0	0	0.192	0	0	0.302	0.412
ADNP	SETD5	9606.ENSP00000360662	9606.ENSP00000385852	0	0	0	0	0.224	0	0	0.284	0.421
ADNP	SIN3A	9606.ENSP00000360662	9606.ENSP00000378402	0	0	0	0	0.414	0	0	0.094	0.446
ADNP	SHANK3	9606.ENSP00000360662	9606.ENSP00000489407	0	0	0	0	0	0	0	0.447	0.447
ADNP	TNRC6B	9606.ENSP00000360662	9606.ENSP00000401946	0	0	0	0	0.138	0	0	0.385	0.447
ADNP	SATB2	9606.ENSP00000360662	9606.ENSP00000401112	0	0	0	0	0	0	0	0.461	0.461
ADNP	SETD2	9606.ENSP00000360662	9606.ENSP00000386759	0	0	0	0	0.384	0	0	0.207	0.491
ADNP	KDM1A	9606.ENSP00000360662	9606.ENSP00000383042	0	0	0	0	0.058	0.219	0	0.420	0.536
ADNP	ARID1B	9606.ENSP00000360662	9606.ENSP00000490491	0	0	0	0	0.074	0	0	0.581	0.595
ADNP	ASH1L	9606.ENSP00000360662	9606.ENSP00000376204	0	0	0	0	0.362	0	0	0.446	0.631
ADPRHL2	GDAP2	9606.ENSP00000362273	9606.ENSP00000358451	0.069	0	0	0	0.042	0	0	0.500	0.515
ADSS1	MRPS7	9606.ENSP00000333019	9606.ENSP00000245539	0	0	0	0	0.401	0	0	0.086	0.429
ADSS1	GFM1	9606.ENSP00000333019	9606.ENSP00000264263	0	0	0	0	0.401	0	0	0.207	0.504
ADSS1	EFL1	9606.ENSP00000333019	9606.ENSP00000268206	0	0	0	0	0.401	0	0	0.207	0.504
ADSS1	CANT1	9606.ENSP00000333019	9606.ENSP00000307674	0	0	0	0	0	0	0.900	0.071	0.903
ADSS1	PNPT1	9606.ENSP00000333019	9606.ENSP00000400646	0.107	0	0	0	0.294	0	0	0.130	0.403
ADSS1	VARS2	9606.ENSP00000333019	9606.ENSP00000441000	0.054	0	0	0	0.198	0	0	0.281	0.406
ADSS1	POLR1B	9606.ENSP00000333019	9606.ENSP00000444136	0.042	0	0	0	0.297	0	0	0.237	0.441
ADSS1	PSAT1	9606.ENSP00000333019	9606.ENSP00000365773	0.120	0	0	0	0.209	0	0	0.287	0.460
ADSS1	QRICH1	9606.ENSP00000333019	9606.ENSP00000378830	0.079	0	0	0	0.400	0	0.145	0.181	0.561
ADSS1	DOHH	9606.ENSP00000333019	9606.ENSP00000398882	0	0	0	0	0.067	0	0.792	0.071	0.803
ADSS1	NT5C2	9606.ENSP00000333019	9606.ENSP00000339479	0	0	0	0	0	0	0.900	0.195	0.916
AFF4	KMT2C	9606.ENSP00000265343	9606.ENSP00000262189	0	0	0	0	0.119	0.059	0	0.459	0.512
AFF4	BRD4	9606.ENSP00000265343	9606.ENSP00000263377	0	0	0	0	0.049	0	0	0.594	0.597
AFF4	MED13L	9606.ENSP00000265343	9606.ENSP00000281928	0	0	0	0	0.263	0.052	0	0.225	0.412
AFF4	CYCS	9606.ENSP00000265343	9606.ENSP00000307786	0	0	0	0	0.046	0.045	0	0.444	0.450
AFF4	BCOR	9606.ENSP00000265343	9606.ENSP00000367705	0	0	0	0	0.045	0.099	0	0.523	0.553
AFF4	ANKRD11	9606.ENSP00000265343	9606.ENSP00000301030	0	0	0	0	0.134	0.099	0	0.487	0.565
AFF4	SETD5	9606.ENSP00000265343	9606.ENSP00000385852	0	0	0	0	0.275	0.071	0.360	0.163	0.591
